EmpID,BiasInfluentialFactor,FitmentPercent
3050,YearsOfExperince,81.77
13781,YearsOfExperince,80.96
4302,DegreeBranch,81.51
15644,Gender,80.79
20011,DegreeBranch,77.12
8486,HighestDegree,82.43
12017,,65.9
15184,YearsOfExperince,73.89
17034,DegreeBranch,77.57
6955,Gender,76.95
14804,YearsOfExperince,81.62
7994,YearsOfExperince,80.23
4645,DegreeBranch,79.95
8560,Gender,81.81
23044,MartialStatus,78.96
11106,DegreeBranch,82.09
17042,MartialStatus,85.38
3098,Gender,81.73
4141,EmpScore,81.49
18539,DegreeBranch,81.06
23337,,66.89
16428,,65.7
2904,Gender,80.38
16447,Gender,81.6
13259,CurrentCompanyType,75.09
23553,YearsOfExperince,83.53
4375,,67.13
23336,,66.52
20794,Gender,81.89
3927,DegreeBranch,73.59
13733,YearsOfExperince,80.35
3587,DegreeBranch,83.14
3152,YearsOfExperince,83.24
24376,DegreeBranch,82.29
16844,EmpScore,79.45
8046,Gender,74.42
8426,DegreeBranch,81.32
19626,,50.87
2704,Gender,81.03
15667,Gender,73.46
20234,EmpScore,82.44
15296,HighestDegree,81.61
9210,DegreeBranch,81.76
18830,YearsOfExperince,74.8
2604,YearsOfExperince,81.34
5329,Gender,81.87
23949,DegreeBranch,80.53
15797,,65.41
8526,HighestDegree,84.99
13250,YearsOfExperince,81.37
11717,,80.71
2501,CurrentCompanyType,71.23
7340,YearsOfExperince,67.21
18221,DegreeBranch,81.32
16778,MartialStatus,80.31
3918,DegreeBranch,72.21
9405,DegreeBranch,81.68
5788,,75.77
5094,DegreeBranch,70.81
5644,Gender,78.41
22780,HighestDegree,69.64
19658,EmpScore,82.63
12255,MartialStatus,81.64
14402,Gender,73.24
14349,Gender,83.01
18541,Gender,74.78
20623,,48.01
6844,CurrentCompanyType,71.04
5723,Gender,79.89
11788,HighestDegree,82.21
6627,Gender,80.59
20909,,51.78
14809,EmpScore,87.88
18575,Gender,80.17
22150,CurrentCompanyType,68.74
16809,DegreeBranch,81.58
19312,YearsOfExperince,76.25
8307,Gender,82.74
17291,Gender,80.95
19693,Gender,73.47
3732,,79.3
3929,,54.26
8880,Gender,79.89
7227,EmpScore,77.99
9968,DegreeBranch,75.72
7934,CurrentCompanyType,66.09
22719,,66.46
22066,DegreeBranch,82.4
14275,CurrentCompanyType,67.19
20269,,60.14
13724,Gender,81.88
13939,,67.81
18856,,67.0
9659,Gender,77.59
17169,,59.07
5416,,58.61
17475,YearsOfExperince,82.15
20951,,81.39
7302,HighestDegree,83.13
15998,DegreeBranch,81.95
15772,Gender,73.98
4351,Gender,80.61
23973,,77.11
4156,DegreeBranch,77.67
14475,Gender,81.97
19286,,68.05
5496,HighestDegree,80.67
16545,DegreeBranch,78.48
11648,Gender,82.28
11868,DegreeBranch,83.09
4881,HighestDegree,80.33
15826,DegreeBranch,80.65
11159,YearsOfExperince,77.99
22652,,66.75
19724,,60.6
22859,Gender,79.69
16940,DegreeBranch,83.73
20322,Gender,81.62
4003,Gender,69.4
5964,Gender,75.24
13908,,66.88
15448,,67.88
21034,Gender,82.06
8752,Gender,76.71
21756,MartialStatus,80.15
2450,Gender,76.86
22630,DegreeBranch,81.77
22388,,79.85
8375,,65.74
21049,,77.55
16236,,67.28
21903,MartialStatus,82.75
7655,DegreeBranch,82.08
11344,,50.49
23105,DegreeBranch,78.89
15076,DegreeBranch,75.54
7270,Gender,75.76
12394,DegreeBranch,81.97
7529,Gender,82.9
22585,Gender,80.63
3800,YearsOfExperince,77.36
23995,EmpScore,83.15
16258,DegreeBranch,82.55
16105,YearsOfExperince,81.23
12746,YearsOfExperince,79.93
23310,Gender,81.74
4575,Gender,82.97
22111,HighestDegree,81.7
16383,DegreeBranch,79.87
23228,YearsOfExperince,82.54
11058,,68.24
2229,DegreeBranch,82.17
23160,Gender,79.64
2201,YearsOfExperince,80.98
21175,EmpScore,82.03
10842,DegreeBranch,75.65
6838,,68.47
24055,EmpScore,82.4
23769,HighestDegree,81.46
18248,YearsOfExperince,79.01
23006,Gender,80.77
9770,HighestDegree,81.96
8237,YearsOfExperince,73.19
7237,DegreeBranch,75.2
7738,DegreeBranch,81.36
5635,HighestDegree,81.41
20843,CurrentCompanyType,65.1
16391,,78.58
19568,Gender,79.51
6093,,66.76
4002,,67.29
6787,MartialStatus,80.62
7084,DegreeBranch,82.25
19169,,70.31
9663,CurrentCompanyType,69.31
12329,YearsOfExperince,79.48
4173,,56.88
8418,YearsOfExperince,80.81
4930,YearsOfExperince,71.12
19318,YearsOfExperince,72.17
20346,,68.35
12302,DegreeBranch,87.64
16170,YearsOfExperince,81.95
7459,DegreeBranch,73.31
12575,Gender,81.07
18122,Gender,81.9
4755,CurrentCompanyType,69.83
8396,DegreeBranch,82.14
9077,YearsOfExperince,81.5
14009,YearsOfExperince,81.74
7897,Gender,81.95
6150,Gender,81.93
6609,,65.14
2291,,77.77
15546,LatestDegreeCGPA,59.7
10180,YearsOfExperince,83.98
16711,EmpScore,86.19
6612,EmpScore,80.56
7652,Gender,82.26
13473,Gender,79.77
3385,,67.19
11194,,62.82
18478,YearsOfExperince,74.31
9186,Gender,81.07
13879,Gender,80.09
7462,CurrentCompanyType,66.39
2629,YearsOfExperince,82.27
17485,,54.24
20554,YearsOfExperince,82.82
13041,,51.47
21540,DegreeBranch,80.9
4872,Gender,74.91
13228,Gender,79.12
22607,HighestDegree,77.12
2997,,66.79
19815,YearsOfExperince,80.31
9286,Gender,79.58
16899,DegreeBranch,81.96
18738,Gender,79.06
18151,,80.71
19415,DegreeBranch,79.54
13001,Gender,82.9
22925,EmpScore,78.89
8028,DegreeBranch,80.22
2358,,59.81
20238,Gender,81.77
4501,YearsOfExperince,75.37
21143,HighestDegree,79.53
2161,Gender,81.24
2182,Gender,79.27
19842,Gender,80.57
19254,,67.98
6386,DegreeBranch,82.72
7649,DegreeBranch,81.08
10537,,66.3
6049,,60.63
19912,DegreeBranch,77.7
6355,Gender,81.06
20538,YearsOfExperince,82.29
21413,,69.74
14779,Gender,80.38
7870,YearsOfExperince,81.18
2727,EmpScore,80.24
13503,,68.32
15243,Gender,79.75
9695,DegreeBranch,80.03
8173,DegreeBranch,79.82
15012,HighestDegree,71.52
21625,DegreeBranch,79.28
17371,YearsOfExperince,80.45
13524,,68.27
22579,MartialStatus,79.7
16706,HighestDegree,82.11
14666,Gender,79.25
15498,HighestDegree,75.84
13525,CurrentCompanyType,66.59
8063,HighestDegree,83.79
2101,EmpScore,81.12
9701,MartialStatus,81.41
14616,EmpScore,82.07
3262,YearsOfExperince,73.85
22729,MartialStatus,79.91
12002,HighestDegree,81.55
11846,DegreeBranch,82.15
4803,,68.2
23599,YearsOfExperince,81.0
5767,DegreeBranch,84.41
24094,HighestDegree,80.9
3963,Gender,76.41
17341,DegreeBranch,80.64
17611,DegreeBranch,82.0
8823,DegreeBranch,81.93
4583,DegreeBranch,82.88
12858,YearsOfExperince,78.73
13394,,57.21
7571,,50.86
9196,HighestDegree,81.42
10216,,59.48
4687,Gender,81.58
2509,DegreeBranch,82.2
7337,DegreeBranch,79.19
14417,YearsOfExperince,81.81
10210,,52.51
22564,,68.89
5207,YearsOfExperince,80.47
12515,,78.64
3928,Gender,79.65
5735,HighestDegree,83.95
5569,Gender,81.04
24236,EmpScore,78.54
13425,YearsOfExperince,80.74
18799,Gender,74.34
6710,,68.65
19377,HighestDegree,81.07
9356,CurrentCompanyType,66.96
7230,Gender,81.39
15933,YearsOfExperince,81.85
8207,DegreeBranch,82.6
13633,,67.32
22580,DegreeBranch,75.49
23901,MartialStatus,81.85
12062,Gender,87.78
20466,,50.97
9615,YearsOfExperince,76.49
14860,Gender,81.23
15310,,54.29
10843,DegreeBranch,79.57
17628,DegreeBranch,79.02
11328,DegreeBranch,80.07
4521,YearsOfExperince,74.77
20767,YearsOfExperince,80.47
18717,,60.93
4802,Gender,80.94
17239,DegreeBranch,82.85
3537,,68.58
11948,HighestDegree,80.32
8054,HighestDegree,81.33
11939,MartialStatus,81.63
2274,DegreeBranch,81.48
3239,YearsOfExperince,80.03
21159,YearsOfExperince,82.48
9432,Gender,77.15
21406,YearsOfExperince,83.11
17843,Gender,73.17
6264,DegreeBranch,81.75
15233,HighestDegree,81.34
7165,YearsOfExperince,80.32
9302,DegreeBranch,78.77
22163,DegreeBranch,83.4
6533,HighestDegree,76.09
3619,Gender,79.82
5340,HighestDegree,82.62
10155,Gender,82.75
11610,CurrentCompanyType,71.55
4698,DegreeBranch,80.28
18995,,66.04
17558,,68.11
4718,DegreeBranch,81.06
4489,YearsOfExperince,81.81
17312,DegreeBranch,82.58
23749,,68.15
8784,,67.12
15266,YearsOfExperince,81.4
22921,,67.55
20268,EmpScore,83.27
11080,CurrentCompanyType,68.66
10206,DegreeBranch,80.72
19008,YearsOfExperince,79.08
8891,,80.88
17134,HighestDegree,76.27
12763,,67.09
6927,DegreeBranch,79.92
4092,DegreeBranch,77.95
6808,Gender,79.94
11354,Gender,82.43
4117,Gender,76.16
9068,DegreeBranch,79.18
18509,Gender,78.47
19098,,68.26
12604,,78.13
3902,MartialStatus,80.53
11702,,49.96
7313,Gender,81.61
14367,,71.31
11655,YearsOfExperince,78.94
16826,,61.63
21988,,76.32
3748,EmpScore,80.32
9134,Gender,73.17
16204,CurrentCompanyType,69.97
19633,DegreeBranch,81.16
12289,YearsOfExperince,78.7
5165,,60.31
18204,YearsOfExperince,79.86
3084,Gender,75.96
18089,HighestDegree,80.84
14084,Gender,72.85
15750,DegreeBranch,81.69
9386,DegreeBranch,82.43
6135,Gender,81.93
18118,Gender,74.29
18808,EmpScore,79.01
12779,YearsOfExperince,81.22
21938,HighestDegree,81.91
2558,DegreeBranch,81.32
18450,,69.77
17385,DegreeBranch,84.26
13063,YearsOfExperince,81.3
12387,Gender,82.09
18210,,66.67
7563,DegreeBranch,70.18
2396,EmpScore,78.3
19931,YearsOfExperince,82.45
17018,,75.2
11828,,66.08
5955,YearsOfExperince,74.73
4193,CurrentCompanyType,66.47
19402,DegreeBranch,81.17
8026,Gender,73.45
3598,DegreeBranch,85.49
9109,,80.62
22455,YearsOfExperince,81.24
23126,LatestDegreeCGPA,61.92
21356,DegreeBranch,81.67
12032,DegreeBranch,83.17
21916,Gender,81.62
18080,Gender,81.45
13786,,66.96
15654,Gender,79.71
12872,Gender,82.32
16181,Gender,73.64
3853,MartialStatus,82.25
15566,DegreeBranch,80.61
17530,,69.25
7497,,67.94
19896,YearsOfExperince,81.58
20921,,69.22
16957,DegreeBranch,82.44
21189,Gender,74.14
7874,Gender,77.53
23285,DegreeBranch,77.13
14606,,68.09
12922,DegreeBranch,79.85
19508,YearsOfExperince,81.39
8329,Gender,77.62
14511,LatestDegreeCGPA,81.06
20593,DegreeBranch,72.07
12059,DegreeBranch,81.51
5780,DegreeBranch,83.58
5246,DegreeBranch,82.97
4697,HighestDegree,82.68
12105,DegreeBranch,77.53
13211,,69.62
23646,YearsOfExperince,80.49
6499,CurrentCompanyType,52.64
8367,DegreeBranch,68.43
21336,HighestDegree,81.47
20305,DegreeBranch,76.25
12517,LatestDegreeCGPA,80.38
5430,DegreeBranch,70.7
5766,DegreeBranch,81.28
7896,YearsOfExperince,82.66
8420,,65.45
3745,,69.81
19461,,60.41
15517,,71.9
21713,Gender,75.66
13959,Gender,81.67
15055,,64.66
6425,YearsOfExperince,67.55
22517,EmpScore,82.75
15370,,69.93
3896,EmpScore,82.15
18040,,65.32
3711,DegreeBranch,74.81
17900,YearsOfExperince,80.04
21997,Gender,80.77
17472,Gender,82.15
24330,HighestDegree,83.03
14266,,64.2
4404,YearsOfExperince,77.3
17752,,76.86
11946,YearsOfExperince,81.76
20176,,54.44
22529,Gender,77.82
6413,,66.43
19679,Gender,76.18
14189,YearsOfExperince,81.87
20800,YearsOfExperince,79.83
9274,EmpScore,81.33
14116,,67.9
9114,HighestDegree,78.27
4643,YearsOfExperince,75.18
20133,DegreeBranch,80.4
23895,DegreeBranch,82.28
17257,MartialStatus,82.5
12884,Gender,79.92
23257,,66.5
5437,EmpScore,81.13
11350,YearsOfExperince,83.61
19665,DegreeBranch,80.99
21539,MartialStatus,79.13
20266,Gender,77.58
12663,Gender,75.64
3952,CurrentCompanyType,66.95
18064,DegreeBranch,78.5
23981,HighestDegree,81.87
17353,HighestDegree,79.51
14433,YearsOfExperince,81.07
6897,,67.63
20209,YearsOfExperince,80.17
11311,HighestDegree,82.81
6222,DegreeBranch,81.03
13659,LatestDegreeCGPA,58.47
20608,,65.79
19361,,67.93
3566,DegreeBranch,66.71
14372,DegreeBranch,72.63
23153,HighestDegree,86.15
9569,YearsOfExperince,80.86
17965,,69.12
20780,YearsOfExperince,69.68
22559,DegreeBranch,83.06
24210,EmpScore,76.27
11669,DegreeBranch,81.17
8591,Gender,80.89
5971,,62.27
9371,Gender,77.61
21082,,58.13
3214,DegreeBranch,79.72
3998,,58.86
5332,,60.0
8090,YearsOfExperince,80.73
6993,HighestDegree,83.93
9527,DegreeBranch,80.94
20213,,58.42
20262,Gender,75.58
7159,DegreeBranch,81.34
12558,EmpScore,84.21
11864,,73.68
6823,EmpScore,81.47
18705,Gender,81.97
23626,EmpScore,79.47
16257,Gender,77.33
6630,Gender,81.34
4964,,57.45
4127,Gender,81.1
5384,Gender,79.63
20927,,56.47
6266,CurrentCompanyType,67.37
12438,,78.28
19998,,81.6
3322,DegreeBranch,81.76
14805,DegreeBranch,76.46
13135,EmpScore,82.58
23664,,70.01
12943,YearsOfExperince,81.18
8965,Gender,80.52
7832,HighestDegree,81.83
5685,DegreeBranch,71.74
4539,DegreeBranch,82.62
19795,EmpScore,82.13
14294,Gender,85.14
16017,EmpScore,80.31
18480,,67.33
18893,,56.77
5324,DegreeBranch,77.98
8316,DegreeBranch,82.31
9816,Gender,75.86
11325,Gender,83.25
19901,HighestDegree,78.96
2574,Gender,85.74
4069,YearsOfExperince,81.78
17431,Gender,75.8
14493,Gender,82.01
15151,DegreeBranch,82.44
18171,Gender,75.6
11682,,52.45
10086,MartialStatus,82.16
5330,,67.96
8296,,66.64
16866,DegreeBranch,81.5
23067,Gender,82.74
15312,EmpScore,82.0
19285,YearsOfExperince,80.67
12488,Gender,74.83
16398,Gender,75.57
18500,Gender,79.85
12297,DegreeBranch,80.09
12300,YearsOfExperince,77.4
14149,DegreeBranch,83.3
21267,,79.51
15465,Gender,81.73
23661,Gender,75.45
17275,DegreeBranch,78.96
23264,DegreeBranch,69.5
17802,YearsOfExperince,80.88
16591,YearsOfExperince,78.55
17489,DegreeBranch,81.79
13729,,65.2
3267,YearsOfExperince,80.61
19907,,56.44
23866,,77.21
2425,DegreeBranch,80.32
16425,DegreeBranch,82.66
3643,YearsOfExperince,79.79
10804,MartialStatus,81.15
21866,,67.36
8943,Gender,83.25
11545,EmpScore,82.48
9125,Gender,82.75
18041,Gender,78.46
4712,,66.97
3065,,59.8
23441,EmpScore,81.22
15864,Gender,78.57
9413,Gender,76.1
22791,LatestDegreeCGPA,58.38
4368,Gender,80.59
15472,,66.96
12634,DegreeBranch,82.55
15450,,80.13
12385,,57.93
16890,,77.82
6869,,65.83
22048,Gender,75.07
13700,,84.97
7476,Gender,78.93
14884,,81.96
11752,DegreeBranch,81.54
10594,Gender,82.97
12697,HighestDegree,83.92
20316,,65.98
4257,,60.7
7590,YearsOfExperince,81.07
4721,,65.21
16979,EmpScore,81.87
5064,CurrentCompanyType,70.92
5718,DegreeBranch,80.87
21769,,80.47
23912,YearsOfExperince,74.49
4288,DegreeBranch,79.77
5818,Gender,73.63
6943,HighestDegree,70.16
12617,CurrentCompanyType,66.37
5184,YearsOfExperince,72.28
14564,YearsOfExperince,83.83
20626,YearsOfExperince,79.78
23356,HighestDegree,83.01
17303,YearsOfExperince,73.64
2794,,78.82
12695,HighestDegree,83.42
15676,DegreeBranch,80.0
20093,YearsOfExperince,81.15
13522,Gender,71.12
2925,YearsOfExperince,76.1
21687,DegreeBranch,81.76
14941,DegreeBranch,77.96
22689,Gender,82.06
4146,,65.07
7751,YearsOfExperince,80.42
9778,,61.45
7847,,79.1
21681,,65.68
20371,Gender,83.5
21564,YearsOfExperince,76.84
18351,Gender,72.22
18792,Gender,79.34
9223,DegreeBranch,67.87
21109,CurrentCompanyType,68.81
21873,,81.33
19006,DegreeBranch,69.61
9127,,78.98
20696,MartialStatus,81.4
12379,,68.55
20532,YearsOfExperince,82.79
10691,EmpScore,80.22
23671,Gender,81.05
8108,,81.48
2136,,61.86
3650,YearsOfExperince,76.4
20369,,66.16
11822,,80.34
13292,Gender,77.98
4585,,63.41
23212,DegreeBranch,81.7
4315,CurrentCompanyType,52.29
20670,DegreeBranch,77.97
18483,Gender,81.19
6467,MartialStatus,78.92
7238,CurrentCompanyType,62.98
18582,Gender,79.36
5844,EmpScore,82.38
8107,,52.74
16120,Gender,77.21
24352,DegreeBranch,78.92
7546,YearsOfExperince,80.82
9188,YearsOfExperince,80.53
7964,,53.7
12678,Gender,79.51
10184,EmpScore,80.21
3120,,48.89
6334,DegreeBranch,74.63
6974,Gender,74.9
18952,Gender,75.07
24202,YearsOfExperince,80.64
10334,,65.74
9878,DegreeBranch,81.24
10520,,67.08
4100,YearsOfExperince,80.3
14662,,58.82
7066,,63.66
2122,,67.81
19032,MartialStatus,81.39
14715,DegreeBranch,82.15
16707,,67.0
21651,,72.93
17936,EmpScore,79.19
9800,DegreeBranch,79.66
19194,CurrentCompanyType,67.11
8290,Gender,72.98
19464,,57.0
11532,DegreeBranch,84.15
22227,,59.17
3958,,61.05
7075,DegreeBranch,79.95
23241,EmpScore,80.72
13120,CurrentCompanyType,67.95
11172,,66.68
14065,YearsOfExperince,73.55
20819,,56.58
2317,YearsOfExperince,79.79
21794,,82.69
2441,DegreeBranch,82.16
9290,Gender,74.04
7820,Gender,80.62
9934,DegreeBranch,80.01
2569,YearsOfExperince,81.37
7761,DegreeBranch,76.15
4780,Gender,81.18
3059,YearsOfExperince,82.18
4738,DegreeBranch,81.47
9340,EmpScore,80.13
14728,CurrentCompanyType,74.72
22924,DegreeBranch,83.09
9309,DegreeBranch,77.85
2402,Gender,82.53
14097,Gender,82.52
6938,EmpScore,80.72
23762,YearsOfExperince,81.65
18187,DegreeBranch,82.01
15910,DegreeBranch,83.69
16419,YearsOfExperince,81.68
18800,,58.63
17953,CurrentCompanyType,68.81
11351,,61.85
17757,LatestDegreeCGPA,68.79
21222,Gender,82.04
23273,,80.71
7676,YearsOfExperince,80.26
18849,Gender,82.32
19561,,67.85
8163,YearsOfExperince,79.86
5810,,69.36
14617,,53.8
20037,Gender,76.63
10384,Gender,81.76
14667,EmpScore,79.97
3996,YearsOfExperince,78.39
17973,HighestDegree,78.86
15155,CurrentCompanyType,68.74
7024,Gender,81.75
11594,LatestDegreeCGPA,58.97
10161,Gender,80.95
13807,,66.58
15127,,70.6
12083,YearsOfExperince,74.11
7576,YearsOfExperince,80.99
11603,HighestDegree,69.6
12513,DegreeBranch,79.94
21265,DegreeBranch,79.96
15209,CurrentCompanyType,71.0
4205,EmpScore,81.64
2308,,65.59
10666,YearsOfExperince,81.02
8874,DegreeBranch,82.58
20943,MartialStatus,80.13
21341,,59.13
11929,Gender,79.15
15618,YearsOfExperince,80.95
8740,DegreeBranch,81.05
23195,HighestDegree,87.06
20952,,65.3
18069,Gender,81.27
20957,DegreeBranch,70.79
16589,,80.89
3496,,60.84
2343,,66.19
2877,DegreeBranch,69.36
24219,DegreeBranch,81.99
23592,DegreeBranch,80.62
18216,DegreeBranch,80.75
16658,,67.55
19023,,54.44
22920,DegreeBranch,78.96
7952,DegreeBranch,83.03
4491,HighestDegree,82.4
8270,,81.05
14950,,66.74
18140,DegreeBranch,81.03
2627,Gender,74.26
16576,Gender,73.51
9084,YearsOfExperince,75.77
14773,Gender,83.0
16744,EmpScore,81.0
8705,DegreeBranch,79.2
10856,YearsOfExperince,82.61
16162,CurrentCompanyType,67.62
20655,,66.81
10408,YearsOfExperince,74.27
13447,EmpScore,81.1
4841,DegreeBranch,80.9
16935,DegreeBranch,80.89
14923,,59.57
3770,LatestDegreeCGPA,64.39
22609,,60.53
24252,MartialStatus,84.54
4266,Gender,80.5
17882,DegreeBranch,67.79
18083,,69.5
21193,DegreeBranch,83.15
9931,YearsOfExperince,82.34
6448,HighestDegree,81.38
15551,HighestDegree,75.31
13986,MartialStatus,84.87
8503,DegreeBranch,79.33
13176,,82.01
18449,YearsOfExperince,78.49
10475,YearsOfExperince,80.98
2353,HighestDegree,85.45
7453,DegreeBranch,83.45
13871,YearsOfExperince,84.62
9245,YearsOfExperince,80.31
19805,DegreeBranch,77.98
18707,DegreeBranch,81.75
18766,,78.54
22132,LatestDegreeCGPA,53.1
21544,Gender,80.41
18052,Gender,82.26
4166,Gender,82.37
23939,DegreeBranch,81.94
8234,HighestDegree,75.36
18973,YearsOfExperince,79.7
2976,,68.4
2632,DegreeBranch,81.81
21202,CurrentCompanyType,68.15
21537,DegreeBranch,81.57
7644,,66.73
19725,YearsOfExperince,80.91
23424,YearsOfExperince,73.53
20805,EmpScore,83.15
3419,DegreeBranch,77.19
11277,Gender,74.58
13130,YearsOfExperince,80.37
14730,,68.29
9751,EmpScore,80.86
9421,YearsOfExperince,69.47
12365,CurrentCompanyType,69.78
13790,,78.25
17631,Gender,76.46
9614,YearsOfExperince,75.11
17875,Gender,75.86
16880,DegreeBranch,82.46
11004,YearsOfExperince,68.99
2357,DegreeBranch,76.92
22553,,79.58
17445,Gender,80.35
19899,DegreeBranch,79.98
12142,HighestDegree,81.02
3057,Gender,82.96
23777,YearsOfExperince,69.9
3163,Gender,75.31
17624,Gender,81.81
16420,,65.74
7613,Gender,78.88
23486,YearsOfExperince,79.34
6835,Gender,73.15
10928,EmpScore,80.29
16470,DegreeBranch,76.79
9861,Gender,73.63
16962,YearsOfExperince,79.66
6603,,59.17
11967,YearsOfExperince,81.49
9938,DegreeBranch,67.9
11530,EmpScore,79.57
16122,DegreeBranch,83.46
8999,Gender,74.86
8781,DegreeBranch,80.41
21993,YearsOfExperince,81.8
9303,DegreeBranch,81.37
14387,DegreeBranch,71.49
17642,Gender,78.27
16773,YearsOfExperince,73.95
21172,DegreeBranch,76.71
19142,Gender,68.75
16184,YearsOfExperince,83.01
14204,DegreeBranch,75.43
12929,Gender,81.29
6677,Gender,81.16
18445,,80.32
11942,DegreeBranch,83.77
16695,DegreeBranch,80.99
17399,Gender,80.59
2699,Gender,79.88
5339,,66.65
7735,DegreeBranch,77.27
6108,DegreeBranch,80.94
20963,EmpScore,83.89
3639,DegreeBranch,77.98
14780,,65.3
16039,,60.49
11132,,60.17
20396,Gender,75.93
9492,,88.07
20180,EmpScore,81.41
6178,,66.66
9995,,68.18
16878,,65.99
17847,DegreeBranch,82.04
23297,Gender,79.69
5268,,80.61
6676,,82.2
11446,YearsOfExperince,81.5
8681,MartialStatus,81.96
14377,YearsOfExperince,80.86
18470,,59.72
17718,Gender,74.27
8515,Gender,82.24
14303,Gender,80.92
24081,,79.45
18655,Gender,78.9
4874,CurrentCompanyType,69.21
20704,DegreeBranch,81.3
11457,,78.31
4696,,66.28
18844,HighestDegree,84.09
3551,DegreeBranch,82.48
17481,YearsOfExperince,80.15
13028,YearsOfExperince,86.14
8340,,80.58
8356,LatestDegreeCGPA,58.95
5823,,69.14
7840,Gender,82.97
17635,DegreeBranch,82.39
11849,HighestDegree,80.84
4229,YearsOfExperince,81.12
11431,Gender,81.82
13166,Gender,80.26
14985,Gender,79.45
11696,,80.02
13193,Gender,73.0
19449,CurrentCompanyType,69.78
14238,Gender,74.36
4509,YearsOfExperince,79.15
3052,YearsOfExperince,80.3
15548,YearsOfExperince,81.86
3693,,67.89
3658,Gender,78.88
4577,YearsOfExperince,82.13
12692,YearsOfExperince,79.59
17156,Gender,82.87
2710,DegreeBranch,79.3
20429,,68.32
14736,Gender,81.85
24010,DegreeBranch,80.25
20638,,68.24
11281,,68.73
12627,Gender,82.97
9811,YearsOfExperince,80.7
15768,,65.55
22504,,69.82
23829,,61.08
5862,,54.08
18002,,52.05
20096,DegreeBranch,82.19
12475,YearsOfExperince,74.13
9493,EmpScore,80.76
20509,Gender,81.54
22581,Gender,81.89
8640,DegreeBranch,82.7
6522,,66.22
5242,Gender,74.56
20048,HighestDegree,83.9
20073,,68.37
5285,Gender,80.48
18789,DegreeBranch,81.87
23144,DegreeBranch,78.86
23485,DegreeBranch,75.35
10866,Gender,83.18
17398,Gender,80.99
2180,DegreeBranch,81.35
14471,,80.9
2066,Gender,81.89
12579,,74.39
6936,Gender,81.93
18594,YearsOfExperince,68.2
3087,DegreeBranch,73.57
15260,CurrentCompanyType,70.26
4048,DegreeBranch,80.82
22616,Gender,74.62
5932,YearsOfExperince,81.51
18305,DegreeBranch,75.16
2871,,67.77
14604,YearsOfExperince,74.61
8827,,60.34
20293,EmpScore,81.8
16020,Gender,80.98
17011,,65.5
9242,Gender,83.72
4523,Gender,81.2
22499,Gender,76.71
5077,Gender,74.76
4954,DegreeBranch,70.05
21377,,67.2
6593,Gender,79.49
6462,YearsOfExperince,81.96
7336,,80.35
10574,Gender,83.72
14692,EmpScore,81.38
8824,DegreeBranch,81.87
16028,,57.52
13805,,67.75
3520,EmpScore,87.62
18923,,55.95
14292,DegreeBranch,81.48
7104,DegreeBranch,82.09
2980,,67.02
2025,DegreeBranch,82.84
9002,,67.33
3126,,77.11
5586,,70.7
3420,Gender,78.33
9545,DegreeBranch,80.21
20939,Gender,80.73
20236,DegreeBranch,78.18
3975,Gender,83.27
6951,DegreeBranch,81.63
